State,Location Code,Education,Gender,Coverage,EmploymentStatus,Marital Status,Renew Offer Type,Vehicle Class,Vehicle Size,Policy,Policy Type,Sales Channel,Months Since Last Claim,Months Since Policy Inception,Income,Total Claim Amount,Monthly Premium Auto,Number of Open Complaints,Number of Policies,Customer Lifetime Value,Response
Oregon,Rural,High School or Below,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L1,Personal Auto,Web,32,19,60277,146.390518,65,0,7,5141.976413,No
California,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,6,63,0,770.4,107,0,8,7451.49202,No
Arizona,Urban,Bachelor,M,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,13,65,31911,245.893663,68,0,1,2620.167098,No
Nevada,Urban,Bachelor,F,Basic,Employed,Divorced,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,1,69,61402,252.157829,62,0,3,4909.844198,No
California,Suburban,College,F,Premium,Employed,Married,Offer1,Two-Door Car,Small,Corporate L2,Corporate Auto,Call Center,18,55,34335,484.8,101,0,3,8023.075248,No
Nevada,Urban,College,M,Extended,Employed,Divorced,Offer3,Two-Door Car,Medsize,Personal L2,Personal Auto,Branch,5,34,71467,324.879569,86,0,2,20446.6023,No
Washington,Suburban,College,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,25,60,0,532.8,74,0,9,4966.848441,No
Washington,Suburban,High School or Below,M,Extended,Employed,Divorced,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,16,14,36168,432,90,0,1,3549.016697,No
Oregon,Suburban,College,F,Extended,Employed,Single,Offer2,Sports Car,Medsize,Personal L2,Personal Auto,Call Center,27,76,58357,708.220713,137,2,1,5350.367001,No
California,Suburban,College,M,Extended,Retired,Divorced,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,3,53,29692,449.352139,77,0,2,8065.234637,No
Oregon,Suburban,High School or Below,M,Basic,Employed,Single,Offer2,Four-Door Car,Small,Personal L2,Personal Auto,Call Center,7,15,29215,327.656191,67,0,2,7892.824093,No
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Divorced,Offer2,Two-Door Car,Medsize,Personal L1,Personal Auto,Agent,14,4,0,486.121464,61,0,3,4540.9925,No
Washington,Suburban,High School or Below,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,33,17,26841,418.534381,74,1,1,2852.527169,No
Arizona,Suburban,Bachelor,F,Extended,Employed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Branch,4,2,34837,667.2,139,1,4,10720.41744,No
Arizona,Urban,Bachelor,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,6,77,33068,213.038013,61,1,6,4795.387295,No
Washington,Urban,College,F,Extended,Employed,Married,Offer1,Sports Car,Medsize,Personal L3,Personal Auto,Branch,12,62,44820,336.13217,133,3,1,5182.393447,No
Nevada,Rural,Bachelor,F,Premium,Employed,Single,Offer1,Sports Car,Medsize,Corporate L3,Corporate Auto,Agent,22,82,49564,286.370988,193,0,2,22620.74841,No
Arizona,Suburban,College,M,Basic,Medical Leave,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Call Center,32,27,19581,377.24342,61,0,1,2320.750557,No
Oregon,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer3,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,33,24,0,532.8,74,0,2,7714.650119,No
Oregon,Suburban,Bachelor,M,Basic,Disabled,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,10,74,23129,491.65337,70,0,2,7880.337212,No
Washington,Suburban,Bachelor,M,Extended,Unemployed,Single,Offer1,SUV,Small,Personal L1,Personal Auto,Agent,23,93,0,1376.958592,138,0,3,9029.940704,No
Arizona,Urban,High School or Below,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,8,73,25411,242.807725,86,0,8,6965.423975,No
Arizona,Suburban,High School or Below,F,Basic,Medical Leave,Married,Offer2,SUV,Medsize,Personal L1,Personal Auto,Call Center,4,22,28513,480,100,1,2,15114.40241,Yes
Oregon,Urban,High School or Below,M,Basic,Employed,Married,Offer2,Two-Door Car,Medsize,Special L3,Special Auto,Branch,27,42,69346,246.284609,63,1,2,22523.7063,No
Oregon,Rural,High School or Below,F,Extended,Employed,Married,Offer1,SUV,Medsize,Corporate L2,Corporate Auto,Branch,14,89,74835,107.645982,133,0,7,10760.17612,No
Oregon,Rural,Master,F,Basic,Employed,Divorced,Offer2,Two-Door Car,Medsize,Personal L1,Personal Auto,Web,3,3,43282,166.799814,72,0,3,5808.932598,No
Nevada,Suburban,Bachelor,F,Extended,Retired,Married,Offer1,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,22,10,11276,436.8,91,1,2,30591.61257,No
Nevada,Suburban,College,M,Basic,Unemployed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,11,52,0,311.506082,62,2,1,2220.187426,No
Oregon,Urban,Bachelor,M,Basic,Medical Leave,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,14,29,10037,292.181494,71,0,3,4914.035833,No
Oregon,Suburban,Doctor,F,Basic,Disabled,Divorced,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Branch,1,9,21986,333.696228,63,0,1,2395.57,Yes
Arizona,Suburban,Doctor,F,Extended,Employed,Married,Offer2,SUV,Medsize,Personal L3,Personal Auto,Agent,22,17,85609,652.8,136,0,1,5522.524223,No
Oregon,Urban,College,M,Extended,Employed,Married,Offer1,Sports Car,Medsize,Personal L2,Personal Auto,Web,17,93,86347,593.779554,130,0,2,15808.75757,No
Oregon,Suburban,College,F,Basic,Employed,Single,Offer4,Four-Door Car,Small,Corporate L3,Corporate Auto,Branch,30,36,20368,345.6,72,0,1,2827.328603,No
California,Rural,Master,F,Basic,Employed,Divorced,Offer2,Two-Door Car,Large,Corporate L2,Corporate Auto,Call Center,29,34,25778,20.141289,68,0,3,5421.524497,No
Nevada,Rural,High School or Below,F,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,15,58,43860,156.124914,65,0,1,2514.59196,Yes
Oregon,Rural,College,M,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Branch,11,96,93303,40.757983,65,0,5,5157.642282,No
Oregon,Suburban,High School or Below,M,Basic,Employed,Married,Offer4,Two-Door Car,Medsize,Personal L2,Personal Auto,Branch,4,22,67467,365.879938,61,0,9,4874.665223,No
Arizona,Suburban,High School or Below,M,Basic,Employed,Married,Offer3,SUV,Medsize,Personal L2,Personal Auto,Agent,13,21,30598,508.8,106,0,1,4198.02525,No
Arizona,Suburban,College,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,0,13,55350,321.6,67,0,9,5380.898636,Yes
California,Suburban,High School or Below,F,Basic,Disabled,Married,Offer2,SUV,Small,Corporate L3,Corporate Auto,Agent,11,9,11432,571.2,119,0,2,13466.92071,Yes
Oregon,Suburban,College,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,10,19,27093,292.8,61,0,1,2424.424678,No
Nevada,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,32,95,0,777.6,108,0,1,3823.853815,No
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer2,Luxury Car,Large,Corporate L3,Corporate Auto,Agent,3,85,0,1418.4,197,0,9,13883.32934,No
Oregon,Suburban,College,F,Basic,Employed,Divorced,Offer1,Two-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,5,19,38961,297.6,62,0,1,2438.533897,No
Oregon,Rural,Doctor,F,Extended,Employed,Married,Offer2,Two-Door Car,Small,Corporate L1,Corporate Auto,Agent,10,75,51840,33.747903,94,0,2,34090.03598,No
Nevada,Urban,Bachelor,M,Basic,Employed,Divorced,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,1,24,79181,241.277426,72,0,1,2840.302575,No
Oregon,Suburban,Bachelor,M,Basic,Medical Leave,Divorced,Offer1,Four-Door Car,Medsize,Special L2,Special Auto,Agent,13,3,14072,511.2,71,0,2,24127.50402,Yes
California,Suburban,College,M,Extended,Employed,Divorced,Offer1,Four-Door Car,Small,Personal L2,Personal Auto,Agent,10,95,56225,465.6,97,0,3,7596.143777,No
Washington,Suburban,High School or Below,M,Basic,Disabled,Married,Offer1,Luxury Car,Medsize,Personal L2,Personal Auto,Branch,31,95,14909,1238.077611,199,0,6,15096.27023,No
Nevada,Suburban,High School or Below,M,Extended,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,17,72,26876,364.8,76,0,8,6005.214792,Yes
Oregon,Urban,College,M,Extended,Employed,Divorced,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,14,14,68401,242.254164,88,0,1,3455.23067,No
Nevada,Suburban,College,F,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,1,76,29730,463.21435,72,0,3,5728.581037,No
Oregon,Urban,High School or Below,F,Extended,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Branch,1,6,35577,574.51239,130,0,1,5163.228365,No
California,Urban,Master,M,Basic,Employed,Married,Offer4,Four-Door Car,Small,Corporate L3,Corporate Auto,Call Center,15,49,41958,206.818326,66,1,1,2602.650842,No
Oregon,Suburban,Master,F,Premium,Employed,Married,Offer3,Four-Door Car,Small,Personal L3,Personal Auto,Call Center,4,61,77915,552,115,0,2,32643.07651,No
Oregon,Suburban,Bachelor,F,Basic,Medical Leave,Married,Offer4,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Web,20,24,15514,355.2,74,0,1,2789.74739,No
Nevada,Suburban,College,F,Premium,Employed,Married,Offer2,Luxury Car,Small,Personal L3,Personal Auto,Call Center,2,70,29505,1979.444237,284,0,1,11250.09857,No
California,Suburban,College,F,Basic,Employed,Married,Offer2,Two-Door Car,Small,Personal L3,Personal Auto,Agent,25,13,31356,326.4,68,0,2,16510.96722,No
California,Rural,College,F,Basic,Employed,Single,Offer1,Luxury SUV,Medsize,Personal L3,Personal Auto,Branch,5,61,31456,436.695385,199,0,1,7607.983712,No
Arizona,Urban,High School or Below,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,6,35,95284,327.647322,69,0,4,5603.73932,No
Nevada,Suburban,High School or Below,M,Extended,Unemployed,Single,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,7,24,0,931.648937,98,0,9,6674.44805,No
Washington,Rural,Bachelor,F,Premium,Employed,Single,Offer3,Two-Door Car,Small,Personal L2,Personal Auto,Agent,20,14,62864,171.213743,104,0,1,4049.415027,No
Oregon,Suburban,College,M,Basic,Medical Leave,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,20,53,22842,468,65,0,9,4958.016206,No
California,Urban,Bachelor,F,Basic,Employed,Single,Offer3,Four-Door Car,Small,Personal L2,Personal Auto,Branch,22,20,67186,184.936711,66,0,2,7850.128057,No
Arizona,Suburban,High School or Below,M,Extended,Unemployed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Web,14,67,0,417.6,87,0,3,6382.583452,No
Oregon,Urban,College,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Call Center,15,31,68946,309.627788,71,0,8,5737.499595,No
Oregon,Suburban,Bachelor,F,Basic,Employed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Branch,9,78,56680,480,100,2,3,7688.023506,No
Arizona,Suburban,High School or Below,F,Extended,Retired,Married,Offer3,SUV,Medsize,Personal L2,Personal Auto,Call Center,4,62,18866,604.8,126,0,1,4873.436612,No
California,Suburban,High School or Below,F,Basic,Employed,Married,Offer2,Four-Door Car,Small,Personal L3,Personal Auto,Call Center,5,20,82875,455.337179,70,0,1,2824.681217,No
Arizona,Suburban,College,F,Basic,Unemployed,Married,Offer3,SUV,Medsize,Personal L3,Personal Auto,Agent,25,61,0,523.2,109,2,1,3722.368016,No
California,Suburban,Bachelor,F,Extended,Employed,Divorced,Offer4,SUV,Large,Corporate L2,Corporate Auto,Call Center,28,40,84863,691.697458,138,0,1,5535.963648,No
California,Suburban,College,F,Extended,Unemployed,Married,Offer1,SUV,Small,Personal L2,Personal Auto,Agent,24,58,0,609.6,127,0,1,4727.8341,No
California,Suburban,Bachelor,M,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,5,99,54753,292.8,61,0,1,2378.667328,No
California,Suburban,College,F,Premium,Employed,Married,Offer3,Two-Door Car,Small,Special L2,Special Auto,Branch,23,33,76381,556.8,116,0,4,9337.895228,No
California,Urban,Bachelor,M,Extended,Employed,Married,Offer1,Four-Door Car,Large,Personal L1,Personal Auto,Branch,0,62,59523,343.789779,78,1,8,6189.994337,No
Arizona,Rural,Bachelor,F,Basic,Employed,Married,Offer1,Four-Door Car,Small,Corporate L3,Corporate Auto,Branch,1,98,56017,51.995897,71,0,6,5638.262608,No
Arizona,Urban,Master,M,Basic,Medical Leave,Divorced,Offer2,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,31,22,14306,355.061143,74,3,7,5264.361755,No
Arizona,Suburban,Bachelor,F,Basic,Employed,Married,Offer4,Sports Car,Medsize,Personal L3,Personal Auto,Agent,25,5,21359,484.8,101,0,1,4035.68383,No
Arizona,Urban,Bachelor,F,Basic,Employed,Married,Offer1,SUV,Medsize,Personal L1,Personal Auto,Agent,4,73,86101,344.736945,102,0,1,4117.4697,No
Washington,Suburban,Bachelor,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,16,38,25998,791.878042,71,0,2,8382.478392,Yes
California,Rural,Master,F,Basic,Employed,Single,Offer1,Four-Door Car,Small,Personal L2,Personal Auto,Agent,4,81,64341,79.934072,61,0,1,2435.147986,No
California,Urban,High School or Below,F,Premium,Employed,Married,Offer2,Sports Car,Medsize,Special L3,Special Auto,Call Center,27,55,36060,774.558233,165,0,1,6599.081932,No
Oregon,Urban,High School or Below,M,Basic,Employed,Married,Offer3,Four-Door Car,Small,Personal L3,Personal Auto,Branch,22,38,61894,266.996814,67,0,4,5353.932122,No
Oregon,Suburban,High School or Below,M,Basic,Disabled,Divorced,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,18,64,26721,312,65,3,2,6747.524275,No
Nevada,Urban,Bachelor,F,Extended,Employed,Single,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Web,17,9,59940,303.098944,94,0,3,7412.135256,No
Washington,Rural,Master,M,Extended,Employed,Married,Offer1,SUV,Medsize,Special L3,Special Auto,Branch,15,91,45971,139.826393,138,0,1,5512.342258,No
Oregon,Rural,Bachelor,M,Basic,Employed,Married,Offer1,SUV,Medsize,Corporate L2,Corporate Auto,Branch,30,83,80055,121.945071,100,0,1,4015.34005,No
Arizona,Urban,College,M,Extended,Employed,Married,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Branch,1,6,58345,346.971517,98,0,6,7772.473464,No
Oregon,Rural,College,F,Basic,Unemployed,Divorced,Offer3,Two-Door Car,Large,Personal L3,Personal Auto,Call Center,33,48,0,143.276484,71,3,7,4638.945365,No
Oregon,Urban,Bachelor,M,Extended,Employed,Married,Offer2,SUV,Medsize,Personal L3,Personal Auto,Agent,3,5,76549,616.349424,132,0,3,10507.50144,No
Arizona,Rural,Master,F,Basic,Employed,Married,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,25,57,36212,119.033795,73,0,2,17556.99121,No
California,Suburban,Bachelor,F,Extended,Unemployed,Single,Offer2,Sports Car,Medsize,Personal L2,Personal Auto,Branch,18,41,0,628.8,131,0,3,9103.700091,No
California,Urban,High School or Below,M,Basic,Employed,Married,Offer4,SUV,Medsize,Personal L2,Personal Auto,Agent,5,8,73597,485.183645,114,5,2,13110.54899,No
California,Rural,High School or Below,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,13,55,63762,108.161276,99,0,4,8006.219948,No
California,Suburban,Bachelor,M,Extended,Employed,Married,Offer2,Two-Door Car,Large,Personal L2,Personal Auto,Branch,3,86,32787,568.58486,86,0,7,6807.271588,No
California,Suburban,Bachelor,F,Basic,Employed,Married,Offer2,Two-Door Car,Large,Personal L2,Personal Auto,Agent,10,48,94962,321.6,67,4,1,2627.610202,No
Oregon,Suburban,High School or Below,F,Premium,Unemployed,Single,Offer3,Luxury Car,Medsize,Personal L3,Personal Auto,Agent,30,32,0,1943.772393,256,0,1,9095.744565,No
California,Urban,College,F,Extended,Employed,Married,Offer1,SUV,Medsize,Special L1,Special Auto,Branch,5,57,73809,537.315879,125,0,1,5015.643575,No
Oregon,Suburban,Bachelor,F,Extended,Medical Leave,Married,Offer2,SUV,Small,Personal L1,Personal Auto,Agent,28,49,13037,839.348464,124,0,1,4726.869327,Yes
California,Suburban,High School or Below,M,Extended,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,5,85,0,989.200247,88,0,1,3059.182181,No
Oregon,Rural,College,F,Basic,Employed,Married,Offer4,SUV,Medsize,Personal L2,Personal Auto,Call Center,22,10,75272,71.647924,103,0,1,4122.569957,No
Arizona,Rural,Master,F,Basic,Employed,Divorced,Offer4,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,29,45,39278,65.590217,66,0,1,2620.903729,No
Oregon,Rural,Bachelor,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,22,37,36913,90.569696,62,0,9,4938.893241,No
California,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,19,11,0,407.218947,74,1,3,4691.043597,No
California,Suburban,College,M,Extended,Retired,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,21,35,13528,412.8,86,0,3,6005.847375,Yes
California,Suburban,Bachelor,M,Extended,Unemployed,Single,Offer3,SUV,Medsize,Personal L3,Personal Auto,Branch,17,5,0,986.4,137,0,1,4941.650159,No
Washington,Suburban,Bachelor,F,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,3,95,0,768.797656,65,1,1,2254.402024,No
Arizona,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer4,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Web,32,14,0,405.804184,72,0,1,2554.032052,No
Arizona,Suburban,Doctor,M,Basic,Medical Leave,Divorced,Offer1,SUV,Medsize,Personal L3,Personal Auto,Branch,5,43,12617,648.925597,108,0,8,8123.955566,No
Oregon,Urban,High School or Below,F,Basic,Employed,Divorced,Offer3,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,5,56,42754,279.715067,65,4,2,19079.09518,No
Oregon,Suburban,College,M,Premium,Unemployed,Single,Offer1,Sports Car,Medsize,Corporate L2,Corporate Auto,Branch,23,62,0,1116,155,0,5,10461.58298,No
California,Suburban,High School or Below,F,Premium,Employed,Married,Offer2,Two-Door Car,Small,Personal L3,Personal Auto,Call Center,15,80,76157,556.8,116,0,1,4669.22664,Yes
Oregon,Suburban,Bachelor,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Large,Personal L3,Personal Auto,Branch,19,29,0,469.6093,66,0,8,4903.810606,No
Oregon,Suburban,High School or Below,M,Extended,Employed,Married,Offer1,Luxury Car,Small,Personal L3,Personal Auto,Call Center,31,74,58958,1108.8,231,0,2,83325.38119,No
Oregon,Suburban,Bachelor,F,Basic,Unemployed,Married,Offer2,SUV,Small,Personal L3,Personal Auto,Web,5,8,0,740.963933,107,0,3,8009.028202,No
Oregon,Suburban,Bachelor,F,Extended,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Call Center,0,57,0,705.6,98,0,2,23895.6779,No
Oregon,Urban,High School or Below,F,Basic,Employed,Divorced,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,6,15,34430,184.958966,65,0,2,7732.385103,No
Oregon,Suburban,High School or Below,M,Extended,Disabled,Married,Offer1,SUV,Medsize,Personal L1,Personal Auto,Branch,27,81,13411,609.6,127,0,7,9416.28441,No
California,Urban,Bachelor,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,24,87,73758,301.562622,74,0,7,5923.518828,No
California,Suburban,High School or Below,F,Basic,Unemployed,Divorced,Offer1,Sports Car,Medsize,Personal L2,Personal Auto,Agent,34,82,0,1397.954723,116,2,1,3833.066768,No
Oregon,Suburban,Bachelor,M,Basic,Medical Leave,Divorced,Offer1,Luxury SUV,Medsize,Special L3,Special Auto,Agent,1,58,17130,950.4,198,0,2,28432.00202,No
Washington,Suburban,College,F,Extended,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,30,64,0,662.4,92,3,9,5553.756551,No
Oregon,Suburban,High School or Below,F,Extended,Unemployed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Call Center,15,92,0,1353.28906,134,1,8,10036.53634,No
Arizona,Urban,Bachelor,M,Extended,Disabled,Single,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,14,65,10517,441.540848,92,0,3,6575.53817,No
California,Suburban,College,M,Premium,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,6,74,58842,528,110,0,1,4362.931238,Yes
California,Suburban,College,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,27,9,22355,340.8,71,3,2,7873.708219,No
